Seccion,Circuito,Escuela,Direccion,votos,Mesa desde, Mesa hasta,Lat,Long
1,13N,ESC MATEO J LUQUE,JACINTO DE ALTOLAGUIRRE  B°YOFRE NORT 208,3418,2732,2744,-64.1342950765,-31.3851463958
1,13O,ESC. CARLOS TAGLE ACHAVAL,MANZANA 22 B°CIUDAD DE LOS  CUARTETOS,735,2745,2747,-64.1253130207,-31.3708381122
10,140,ESC PROV GREGORIA PEREZ,PUBLICA S/N,164,4795,4795,-65.3027358518,-31.2229115488
10,141,ESC PRIMARIA JORGE LUIS BORGES,PIEDRITA BLANCA,56,4797,4797,-65.430026518,-30.8061198623
10,142,ESC.SEC.J.L.DE CABRERA,RIVADAVIA E IRIGOYEN 0,1494,4799,4804,-65.1039639379,-31.1749326906
11,144,ESC PROV MARIANO MORENO,PUBLICA S/N,610,4806,4808,-65.4469248833,-31.413954378
11,146,ESC GENERAL JOSE DE SAN MARTIN,AV CURA BROCHERO 150,1387,4814,4819,-65.0901696856,-31.3183717247
12,147,ESC DR BIALET MASSE,ROQUE SAENZ PEÑA 91,2030,4829,4836,-64.4644100001,-31.3164499957
12,147,INST SERVILIANO DIAZ,SAN MARTIN 675,1563,4823,4828,-64.4644100001,-31.3164499957
12,148,ESC ESP JUAN MANUEL FERNANDEZ,AV PUEYRREDON 131,1942,4864,4871,-64.5151893749,-30.860643344
12,148,ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 380,1697,4844,4851,-64.5151893749,-30.860643344
12,148,IPEM N° 279,HIPOLITO YRIGOYEN 450,2866,4852,4863,-64.5151893749,-30.860643344
12,149,ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38,414,4872,4873,-64.4729920276,-31.1542803366
1,14A,ESC BRIG SAN MARTIN,DOMINGO MARIMON/GABRIEL  ORTEGA,3458,2766,2779,-64.2570447478,-31.3251148215
1,14A,ESC MARTHA A SALOTTI,PUBLICA S/N IPV  SECTOR360ARGÜELLO N,2652,2800,2810,-64.2465872136,-31.3372784254
1,14A,ESC RICARDO NASSIF,MARTIN FERMIN B°ARGÜELLO  NORT 0,3214,2780,2791,-64.2465716275,-31.336682854
1,14B,ESC ELISA K DE LIVACK,CUIMAN B°LA SALLE 6543,1611,2827,2832,-64.2740358086,-31.344232667
1,14B,ESC MUNIC RAUL V MARTINEZ,NILO PECANHA S/N B°QTAS DE  ARGÜELLO,2173,2819,2826,-64.2680927691,-31.3410291676
1,14C,INST CONCEPCIONISTA LA INMACUL,AV ENRIQUE BODEREAU KM 14,3493,2833,2845,-64.2884477913,-31.3256287084
1,14D,ESC INGENIERO VICTOR REE,FDO FADER 3821 B°C DE LAS  ROSAS,2617,2846,2855,-64.2296679029,-31.3769354276
1,14D,ESC JUAN ZORRILA DE SAN MARTIN,JOSE E BUSTOS 1875 C DE LAS  ROSAS,2833,2856,2867,-64.2349468798,-31.3727754952
1,14E,ESC GERONIMO GRAGERA,MOLLEYACO/PAYEN,1398,2880,2884,-64.2798008069,-31.3232745002
1,14E,ESC MODESTA RODRIGUEZ,HNOS GRIMM 7168 B°UOCRA,1131,2868,2871,-64.2610240003,-31.3214745353
1,14E,ESC NIÑAS DE AYOHUMA,VALERIO BETA B°ARGUELLO (N)  7300,2242,2872,2879,-64.262076159,-31.3255360622
1,14F,ESC DR ALEJANDRO GALLARDO,TRINIDAD ESQ ITALIA B°SILVANO  FUNES,2612,2885,2895,-64.2468029142,-31.3447738
1,14F,ESC JAVIER LAZCANO COLODRERO,CARLOS BROGGI S/N°  B°ARGÜELLO,2677,2896,2905,-64.257421352,-31.3365272246
1,14G,ESC JUAN MARIA GUTIERREZ,BV CORDOBA 100 B°LOS  BOULEVARES,2097,2914,2921,-64.2232025817,-31.3434516773
1,14H,ESC MUNIC MAESTRO M OLIVA,REVELTO ESQ TOMASINI  B°MERCANTIL,983,2931,2934,-64.2583145786,-31.3186173527
1,14I,ESC MUNIC ARSENIO MURUGARREN,PIZARRO Y GRASS B°SANTA  CECILIA,1949,2942,2948,-64.2291127764,-31.3573872454
1,14J,ESC REPUBLICA DEL LIBANO,IGARZABAL 1250 B°URCA,1931,2965,2972,-64.2378421713,-31.3801234627
1,14K,ESC MUNIC DR RAUL FERNANDEZ,12 Y 14 VILLA ALLENDE PQUE,2164,2973,2980,-64.2857000001,-31.3139999957
1,14K,JARDIN MATERNAL TRAVESURAS,MULUCHES S/N,803,2981,2983,-64.2838590008,-31.3134198341
1,14L,ESC NUEVA JUAN MANTOVANI,AVOGADRO Y GAUSS VILLA  BELGRANO,2464,2984,2992,-64.2502993556,-31.3539226785
1,14L,ESC RICARDO PALMA,D'ALEMBERT Y GAUSS,2192,2993,3000,-64.2526007352,-31.3612128906
1,14M,ESC LUZ VIEYRA MENDEZ,OB MOSCOSO Y PERALRA 2772,1035,3027,3030,-64.2238079347,-31.3752411216
1,14M,ESC PRIMERA JUNTA,C DE ARREDONDO 4446  B°CENTENARIO,3150,3014,3026,-64.2315990753,-31.3636700439
1,14M,INST SAUL TABORDA,OB MOSCOSO Y PERALTA 2772 A  PALERMO,3377,3001,3013,-64.2238181026,-31.3753502319
1,14N,ESC MUNIC DR HORACIO GARCIA,PUBLICA S/N°V CORNU,2275,3031,3038,-64.2668602674,-31.3167516691
1,14O,ESC JAVIER VILLAFAÑE,MANUEL CALVIÑO ESQ  MARIMON,2567,3050,3059,-64.2538044439,-31.3207393821
1,14O,ESC MUNIC SAUL TABORDA,COQUENA (VILLA 9 DE J 7985,2083,3060,3067,-64.2736270851,-31.3286318216
1,14O,JARDIN DE INF NIÑAS DE AYOHUMA,RODOLFO DE ALZAGA 7373,769,3068,3070,-64.2619952021,-31.3249849434
1,14P,ESC MUNIC DR JORGE ORGAZ,LAGUNA LARGA/R LUNA V R  INDAR,1639,3071,3077,-64.2932971987,-31.3195510349
1,14P,IPEM N° 17,LAGUNA LARGA ESQ.RINCON DE  LUNA,1074,3078,3081,-64.2932948271,-31.3196711328
1,14Q,INST. TEC. ISAAC NEWTON,MOLINO DE TORRES 6635,842,3082,3084,-64.2065682868,-31.3993855419
12,150,COLEGIO PARROQUIAL PIO XII,OBISPO BUSTOS 816,2343,4874,4883,-64.4658577685,-31.2375791946
12,150,ESC ESP DR J REYES CONTRERAS,MONS DE ANDREA S/N B°SANTA  TERESITA,1578,4920,4925,-64.4658406626,-31.2554199811
12,150,ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394,2059,4900,4907,-64.4642795573,-31.2365662856
12,150,ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,2838,4908,4919,-64.4659287765,-31.2429629252
12,150,IPEM N°157-PTE SARMIENTO,P CARRANZA 940,2097,4892,4899,-64.4682367106,-31.2421286241
12,150,IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085,2063,4884,4891,-64.4690861693,-31.2453789742
12,151,ESC P ALBARRACIN DE SARMIENTO,PUBLICA S/N,429,4926,4927,-64.5435044,-30.7755148
12,152,ESC BERNARDINO RIVADAVIA,HUERTA GRANDE,1964,4928,4935,-64.4954700001,-31.0733799959
12,152,I.P.E.M N° 200,ARRABARRENA ESQ PROV  UNIDAS S/N,1982,4936,4943,-64.4954700001,-31.0733799959
12,153,ESC JOSEFA MARIA BUSTOS,ALBERDI 277,1480,4971,4976,-64.4939054001,-30.9524115959
12,153,ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N B°ARGENTINO,1467,4957,4962,-64.4939054001,-30.9524115959
12,153,INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564 B°GOLF,1976,4963,4970,-64.4939054001,-30.9524115959
12,154,ESC AERONAUTICA ARGENTINA,OCAMPO Y ROMAN DEHEZA S/N- LA LOMITA,1244,5012,5016,-64.4890949103,-31.0856329486
12,154,ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431 B°SAN  JORGE,1547,4977,4983,-64.4800227312,-31.1038211605
12,154,ESC MATEO J MOLINA,AV EDEN 445,2309,4995,5004,-64.4818004344,-31.0928659449
12,154,ESC NICOLAS AVELLANEDA,PROGRESO 399 B°SANTA ROSA,1525,5005,5011,-64.4931361884,-31.0895059785
12,154,IPEM N°142 JOAQUIN V GONZALEZ,SAN GERONIMO Y LAS  AMERICAS S/N,2771,4984,4994,-64.484256218,-31.0971313107
12,155,ESC INES MOYANO DE MOLINA,SAN ESTEBAN,542,5017,5018,-64.5354312,-30.9205465
12,156,ESC CARLOS NICANDRO PAZ,SAN MARTIN 255,3902,5022,5038,-64.4962175875,-31.419775064
12,156,ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N B°LA QUINTA 0,2595,5051,5060,-64.5180141561,-31.4236547824
12,156,ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N-B°M MUÑOZ,3043,5039,5050,-64.5016707162,-31.4377214575
12,156,ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA  INDEPENDENCIA,2007,5168,5175,-64.5055737404,-31.4577725469
12,156,INST ALFONSINA STORNI(EX IESS),SOLIS 283 B° VILLA DOMINGUEZ,5419,5061,5081,-64.490755214,-31.4141880196
12,156,INST BERNARDO D'ELIA,ASUNCION B°LA QUINTA 440,3879,5082,5096,-64.5119622842,-31.421011805
12,156,INST BILINGUE DANTE ALIGHIERI,ALFONSINA STORNI Y LOS  ALERCES 0,4347,5141,5157,-64.517250463,-31.4235650022
12,156,INST INDUSTRIAL CRISTO OBRERO,FLORENCIO SANCHEZ S/N-B°LAS  MALVINAS,2555,5113,5122,-64.4909665086,-31.4297005679
12,156,INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA,4078,5097,5112,-64.491263402,-31.4292015999
12,156,PRIMARIO JOSE DE SAN MARTIN,AMEGHINO Y BALCARCE,2011,5123,5130,-64.5021864045,-31.4130253364
12,156,UNIVERSIDAD TECNOLOGICA,GOBERNADOR ROCA 53,2292,5158,5167,-64.4763350487,-31.4045645643
12,157,COLEGIO SAN ROQUE,LAVALLE 2730 VILLA BUSTOS,1465,5196,5201,-64.4549781581,-31.2765197971
12,157,ESC JUAN BAUTISTA AZOPARDO,SARMIENTO 59 VILLA BUSTOS,1708,5202,5208,-64.4549781581,-31.2765197971
12,158,ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597 B°VILLA  NUEVA,1753,5218,5225,-64.5938700001,-31.3579899957
12,158,IPEM N°84 J VOCOS LESCANO,SAN FRANCISCO 33 LA ESTANCIA,1707,5226,5233,-64.5938700001,-31.3579899957
12,159,INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12,1848,5251,5257,-64.4856600001,-31.1117699958
12,159,IPEM N° 335,GOBERNADOR NUÑEZ 73,2088,5243,5250,-64.4856600001,-31.1117699958
2,15A,ESC.PROV.R.SAENZ PEÑA,CALLE 6 0,336,3086,3087,-64.5723173472,-32.1868979461
13,160,ESC DOMINGO FAUSTINO SARMIENTO,ACHIRAS,1946,5258,5265,-64.995572253,-33.1736748525
13,161,ESC GENERAL SAN MARTIN,SARMIENTO 98 CENTRO,2398,5276,5284,-64.0200316886,-33.6324204564
13,161,INSTITUTO ADELIA MARIA,AV SAN MARTIN 1050 CENTRO,2310,5267,5275,-64.021668424,-33.6386115215
13,162,ESC JOSE MARIA PAZ,GRAL ROCA 643 CENTRO,1558,5285,5291,-64.333866339,-32.7580345794
13,162,ESC PERITO FRANCISCO MORENO,DEAN FUNES Y HEROES  ANONIMOS S/N,2367,5292,5300,-64.3384922444,-32.7624529144
13,163,IPEM N° 119 NESTOR ZARAZAGA,PUBLICA S/N,786,5301,5304,-64.7239066194,-32.6928679955
13,164,ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50,1369,5305,5309,-64.3572498,-32.8469474
13,165,ANGELES CUSTODIOS/SAGRADA FLIA,ISABEL LA CATOLICA Y E JENNER  S/N,3191,5310,5321,-64.3468,-33.1026
13,165,CNMA 24-ANEXO PCIA STA CRUZ,EL SALVADOR 840 B° BALACCO,808,5389,5391,-64.3154410065,-33.1032433377
13,165,COL MERCEDES DEL NIÑO JESUS,VICTOR HUGO 885,2922,5333,5343,-64.3377,-33.1026
13,165,ESC DR ADOLFO ALSINA,AVENIDA GARIBALDI 740,2645,5322,5332,-64.3439736182,-33.0972129359
13,165,ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N,2861,5356,5368,-64.3301420164,-33.1031275434
13,165,ESC REPUBLICA DEL URUGUAY,SAN LUIS 342,1585,5369,5374,-64.337651171,-33.1127994333
13,165,INST SUP RAMON MENENDEZ PIDAL,AV JOSE GARIBALDI 50,2695,5344,5355,-64.3358,-33.1037
13,165,IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50,3726,5375,5388,-64.335071058,-33.103093817
13,166,ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25,2056,5392,5399,-64.3884000001,-32.4518999951
13,166,INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 203,2574,5400,5409,-64.3884031836,-32.4518977199
13,167,ESC.FRAY M.ALVAREZ,SARMIENTO 187,874,5410,5413,-64.6782247,-33.5079241
13,168,ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,652,5414,5416,-65.002247,-33.5569146
13,169,ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,275,5417,5417,-64.1704097,-33.010791
2,16C,ESC. JOAQUIN V. GONZALEZ,PUBLICA 0,82,3091,3091,-64.737858554,-31.916138677
13,170,ESC RICARDO GUTIERREZ,ELENA,1000,5423,5426,-64.2906780757,-32.5809122745
13,170,INST SEC LA ASUNCION DE MARIA,PASAJE CURA BROCHERO 189,1256,5418,5422,-64.2906780757,-32.5809122745
13,171,ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N,83,5427,5427,-64.3526658,-33.0024796
13,172,ESC.PROV.C.SAAVEDRA,HOLMBERG,1585,5428,5434,-64.0548100001,-33.4712499945
13,173,ESC JOSE DE SAN MARTIN,CALLE PUBLICA 0,1585,5428,5434,-64.4159941396,-34.1839330413
13,174,ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,590,5441,5443,-64.0831197316,-33.9788897101
13,175,ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N,39,5444,5444,-64.257289898,-33.2102197015
13,176,ESC R ESCALADA DE SAN MARTIN,LA INVERNDA,48,5445,5445,-64.6060713173,-32.8156391402
13,177,ESC LEONILA DE LAS M LEMOS,MAIPU 535 NORTE,1803,5446,5452,-63.9748300001,-33.2806999946
13,178,ESC.PROV.J.DE SAN MARTIN,LAS CAÑITAS,29,5453,5453,-64.7495555055,-32.8711947044
13,179,ESC JORGE ALEHANDRO NEWBERY,LAS HIGUERAS,2871,5457,5469,-64.2881,-33.0878
13,179,JARD INF JORGE A NEWBERY,ESPAÑA 86 B° SAN MARTIN,795,5470,5472,-64.2881,-33.0878
13,180,ESC.PROV.J.M.PAZ,AVDA. 22 DE OCTUBRE 0,199,5473,5473,-64.1065414315,-32.5339445106
13,181,ESC ANTONIO SOBRAL,PUBLICA S/N,111,5474,5474,-64.5790031945,-33.0712130112
13,182,ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA PUBLILL 560,735,5475,5477,-64.5806631801,-33.2812119593
13,183,ESC GRAL NAPOLEON URIBURU,LIB GENERAL SAN MARTIN 318  CENTRO,2402,5495,5503,-64.3934660877,-33.9156953271
13,183,ESC GUIDO SPANO,SARMIENTO 672 CENTRO,2135,5487,5494,-64.3887784127,-33.9156569831
13,183,INST JUAN PASCUAL PRINGLES,AV CARLOS S YDE 684,2445,5478,5486,-64.3904160865,-33.9169041824
13,184,ESC FRAY MARCOS DONATTI,MOLDES,2434,5504,5512,-64.5999000001,-33.6332999944
13,184,ESC NICOLAS AVELLANEDA,MOLDES,1585,5521,5526,-64.5999000001,-33.6332999944
13,184,IPEM N°94 DOLORES L DE LAVALLE,MOLDES,2113,5513,5520,-64.5999000001,-33.6332999944
13,185,ESCUELA N°17,PAUNERO,2,5529,5529,-65.0268021702,-33.8778046992
13,186,COLEGIO MARIA BENITA ARIAS,MONTEVIDEO 751,2342,5551,5559,-64.3345,-33.1397
13,186,ESC ARZOBISPO ANTONIO ESPINOSA,OLEGARIO ANDRADE 1020,2911,5590,5600,-64.3272500522,-33.1373639141
13,186,ESC GRAL JUSTO S ANAYA,AZOPARDO 1270 FENIX,3398,5560,5572,-64.3433381485,-33.1447710755
13,186,ESC NICOLAS AVELLANEDA,VICENTE LOPEZ 538,2826,5530,5541,-64.3342087114,-33.1345736643
13,186,INST LANTERIANO LA MERCED,BELISARIO ROLDAN 275,4076,5573,5589,-64.3343,-33.1337
13,186,IPEMN° 26 JUAN FILLOY,BELISARIO ROLDAN 535,2333,5542,5550,-64.3353074618,-33.1368498161
13,187,ESC CAP DE NAV S ALBARRACIN,PUEYRREDON,57,5601,5601,-64.3819162,-33.9311677
13,188,COL NTRA SRA DEL CARMEN,BAIGORRIA 373,3863,5670,5686,-64.3439,-33.1226
13,188,COLEGIO GALILEO GALILEI,ALVEAR 1040,3103,5800,5811,-64.3514,-33.1267
13,188,COLEGIO HISPANO ARGENTINO,FOTHERINGHAM 68,2826,5812,5823,-64.3482,-33.1215
13,188,DICHIARA-EX ESC.GRAL S.MARTIN,BOLIVAR Y ALBERDI,2393,5648,5656,-64.3460035234,-33.1272452048
13,188,E.N.E.T. N° 1,BAIGORRIA 527,3109,5743,5754,-64.3421382914,-33.1227056915
13,188,ESC 21 DE JULIO,BAIGORRIA 552,2317,5719,5728,-64.34220036,-33.1231008047
13,188,ESC ALTE BROWN,RIO QUINTO 660,2095,5687,5694,-64.3533926985,-33.1092960285
13,188,ESC BARTOLOME MITRE,LAVALLE 1452,2867,5707,5718,-64.3451355309,-33.1325553285
13,188,ESC FLORENTINO AMEGHINO,9 DE JULIO 314,2614,5638,5647,-64.3533821033,-33.1186990644
13,188,ESC MANUEL BELGRANO,SOBREMONTE 1333,3673,5729,5742,-64.3502,-33.1301
13,188,ESC VELEZ SARSFIELD,MENDOZA 1502,2632,5782,5791,-64.3562877253,-33.1308387376
13,188,ESC.NORM.NAC.MIXTA,CONSTITUCION 1040,5880,5602,5625,-64.3507325068,-33.1268818451
13,188,ESC.NORMAL COMERCIAL,BAIGORRIA 463,6604,5755,5781,-64.3429433581,-33.1225719726
13,188,ESCUELA GENERAL PAZ,MITRE 850,3090,5657,5669,-64.3530019071,-33.1238669859
13,188,ESCUELA GRAL ROCA,PASO 790 B° SANTA ROSA,3137,5695,5706,-64.3381,-33.1267
13,188,ESCUELA PIAS,BV GRAL ROCA 701,1774,5792,5799,-64.342,-33.1284
13,188,INST SAN BUENAVENTURA,SAN MARTIN 250,2900,5626,5637,-64.3506,-33.1227
13,189,ESC SAN MARTIN,SAMPACHO,2359,5824,5832,-64.7215741259,-33.384280033
13,189,INSTPABLO ANTONIO PIZZURNO,SAMPACHO,3153,5833,5844,-64.7219753442,-33.384444346
2,18B,ESCUELA PROVINCIAL,CALERAS DE CALAMUCHITA,160,3118,3118,-64.5383531337,-32.0661722591
2,18D,ESC.PROV.PADRE FELIX ENRIQUE,VILLA QUILLINZO,68,3120,3120,-64.52314,-32.2405168
13,190,ESC.SAN JUAN BOSCO,PUBLICA 0,114,5845,5845,-64.1709682,-33.2324582
13,191,ESC JOSE DE SAN MARTIN,BELGRANO 121 B°CENTRO,2444,5846,5854,-64.3120261297,-33.6470036617
13,192,ESC R ESCALADA DE SAN MARTIN,SUCO,357,5856,5857,-64.8321883,-33.4418492
13,193,ESC.PROV.J.M.ESTRADA,AVELLANEDA 181,418,5858,5859,-64.4575602,-33.8204928
13,194,ESCUELA N°359,WASHINGTON,413,5860,5861,-64.6897695154,-33.8723065453
14,195,ESC.PROV.J.DE SAN MARTIN,PUBLICA S/N,160,5862,5862,-63.7088675667,-30.904222018
14,196,ESC.PROV.M.MORENO,CALLE 12 0,183,5863,5863,-63.5857478,-31.4297826
14,197,ESC PROV JOAQUIN V GONZALEZ,JOAQUIN V GONZALEZ S/N,254,5864,5864,-63.5166821231,-30.5640018413
14,198,ESC PROV MARTIN GUEMES,MARTIN GUEMES S/N,856,5865,5868,-63.8326608627,-31.4292796621
14,199,ESCUELA N°315,CHALACEA,187,5869,5869,-63.5589708,-30.7602666
14,200,ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N,416,5870,5871,-63.3404730872,-31.0295291475
14,201,ESC JOSE MARIA PAZ,LAS CUATRO ESQUINAS,79,5872,5872,-63.223051178,-31.2062971544
14,202,ESC PROV JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS S/N,79,5872,5872,-63.7930561357,-31.076843411
14,204,ESC MARIANO FRAGUEIRO,MARIANO FRAGUEIRO 385,1330,5883,5887,-63.00342,-30.893919996
14,204,INST MONSEÑOR ESQUIU,MARIANO MORENO 749  CENTRO,1618,5877,5882,-63.00342,-30.893919996
14,205,ESC PROV FRAY MAMERTO ESQUIU,SAN LORENZO 698,1592,5888,5893,-63.2529319064,-30.8895565387
14,207,ESC DALMIRA MURO(EX DEL CHACO),LAS SALADAS,180,5895,5895,-63.2040068445,-30.7588158289
2,20A,COLEGIO ARGENTINO GERMANO,VILLA GRAL.BELGRANO,1266,3147,3151,-64.5546164969,-31.9810519644
2,20A,ESC. DE COM. D. DE ROJAS,VILLA GRAL.BELGRANO,1780,3140,3146,-64.5620806769,-31.9856057781
2,20A,ESC.GRAL J. DE SAN MARTIN,VILLA GRAL.BELGRANO,2033,3132,3139,-64.5628738239,-31.9855689497
14,213,ESCUELA R.GUTIERREZ,GENERAL PAZ 788,1721,5925,5931,-63.4131306081,-30.7825689321
14,214,ESC.PROV.D.F.SARMIENTO,AVDA.SARMIENTO E 74 0,1419,5932,5936,-63.7567611692,-31.3013858852
14,215,ESC.PROV.M.BELGRANO,CHACON DE CUESTAS 0,125,5937,5937,-63.2604682846,-30.9790568296
14,217,ESC.PROV.1ER.GOBIERNO PATRIO,QUEBRACHO,88,5940,5940,-63.7337311362,-31.4776266175
14,218,ESC GRAL JOSE DE SAN MARTIN,CORRIENTES 251 LUCHI,1888,5948,5954,-63.6181073288,-31.3310553323
14,218,EX-ESCUELA N°279,PABLO ROBERT 182,1948,5941,5947,-63.6212168928,-31.333893072
14,218,IPEM N° 164 ATALIVA HERRERA,AV CONTARDO FERRINI 365,1335,5955,5959,-63.6170087985,-31.3299131306
14,220,ESC PBRO JOSE G BROCHERO,SANTA ROSA,2311,5961,5968,-63.39875,-31.1580199958
14,220,INSTITUTO EL SALVADOR,SANTA ROSA,3452,5969,5980,-63.39875,-31.1580199958
14,221,ESC PROV R SAENZ PEÑA,EL ALCALDE,103,5981,5981,-63.6008927053,-31.1175293508
14,222,IPEM N°228-SAN ISIDRO LABRADOR,AV PEDRO J FONTANA 448,779,5982,5984,-63.1159800337,-30.8928994191
15,224,ESC PROV PRIMERA JUNTA,ENCRUCIJADA,18,5988,5988,-63.3915284935,-30.181420243
15,225,ESC GRAL SAN MARTIN,PUBLICA S/N,584,5989,5991,-63.5161985,-29.7218491
15,226,ESC PRO MARTIN GUEMES,PUBLICA S/N,299,5993,5994,-63.6274677,-29.8027076
15,227,ESC.PROV.CNEL.F.DE BEDOYA,RAYO CORTADO,482,5997,5998,-63.8253676051,-30.0758796576
15,228,ESC.PROV. CNEL. A.H.CARPANI,MAESTRO PIÑA 279,1570,6004,6011,-63.5925647186,-30.1598238819
15,229,ESC JOSE DE SAN MARTIN,RIVADAVIA 768 CENTRO,1876,6012,6018,-63.7227600001,-29.9062199966
15,229,IPEM 224-LEOPOLDO LUGONES,RECONQUISTA,1551,6019,6024,-63.7227600001,-29.9062199966
16,231,ESCUELA NARCISO LAPRIDA,GRAL JOSE DE SAN MARTIN S/N,263,6034,6035,-63.3395061445,-31.5081668493
16,232,ESC PROV PTE JULIO ROCA,MARIANO MORENO 815,1338,6036,6040,-63.1165618815,-31.8758310527
16,233,ESC PROV SEMANA DE MAYO,ADALGISA 427,1152,6041,6045,-63.3819211384,-31.9640779623
16,234,ESC LIB GRAL SAN MARTIN,PUBLICA S/N,1148,6046,6050,-63.7595936,-31.6444713
16,235,ESC BERNARDINO RIVADAVIA,RIVADAVIA 66 MALVINAS  ARGENTINAS,2210,6051,6058,-63.8055710912,-31.7791047797
16,235,ESC NARCISO LAPRIDA,NARCISO LAPRIDA S/N,1927,6059,6065,-63.799786629,-31.7754795461
16,235,INST GRAL JOSE MARIA PAZ,BV RIO CUARTO 599 CENTRO,1355,6066,6070,-63.7998009135,-31.7766303914
16,236,I.P.E.A.(IPEM231 TORAZO),LAS JUNTURAS,1254,6071,6075,-63.4458465,-31.8275942
16,237,ESC GRAL JOSE DE SAN MARTIN,LUQUE,2442,6084,6092,-63.34084,-31.6489299955
16,237,IPEM N° 300,LUQUE,1935,6077,6083,-63.34084,-31.6489299955
16,238,ESC.PROV.D.F.SARMIENTO,CORRIENTES 237,559,6097,6099,-63.508737893,-31.714060654
16,239,ESC DE COM L LUGONES(IPEM 158),ONCATIVO,1939,6112,6118,-63.6758075838,-31.9195176567
16,239,ESC JOSE MARIA PAZ,ONCATIVO,3328,6100,6111,-63.6847634978,-31.9151694041
16,239,IPEM N°54 J E MULLER,25 DE MAYO S/N,2215,6126,6134,-63.6780608072,-31.9204769763
16,239,J DE INF EMILIO F OLMOS,ONCATIVO,1920,6119,6125,-63.6792666165,-31.9128004465
16,240,ESC JUAN BAUTISTA BUSTOS,PILAR,1676,6148,6153,-63.8750995388,-31.6755499773
16,240,ESC MARIA J GONZALEZ CASEROS,PILAR,2794,6154,6163,-63.8887905487,-31.6833423944
16,240,ESC ZENON LOPEZ,PILAR,3668,6135,6147,-63.8808741984,-31.6817905478
16,240,INST CARLOS PELLEGRINI,PILAR,1095,6164,6167,-63.8826706824,-31.6796843646
16,241,ESC FRANCISCO MALBRAN,POZO DEL MOLLE,1582,6178,6183,-62.91928,-32.0197899953
16,241,ESC GENERAL SAN MARTIN,POZO DEL MOLLE,2625,6168,6177,-62.91928,-32.0197899953
16,242,ESC PROV NICOLAS AVELLANEDA,RINCON,344,6184,6185,-63.6143910148,-31.5955402963
16,243,C.E.N.M.A. N° 161,SAN MARTIN ESQ ALEM,1673,6187,6192,-63.9108214985,-31.6499153779
16,243,ESC CONGRESO DE TUCUMAN,RIO SEGUNDO,2819,6221,6230,-63.9143900673,-31.6522441112
16,243,ESC PRIMER GOBIERNO PATRIO,RIVADAVIA 915,2466,6201,6210,-63.9112287671,-31.6495257343
16,243,ESC VICTOR MERCANTE,MARCONI 591 BELGRANO,2597,6211,6220,-63.9047754347,-31.654743214
16,243,IPEM N°108-C G DE REZZANO,RIO SEGUNDO,2279,6193,6200,-63.9032907877,-31.6587218204
16,243,IPEM N°156 JOSE M ESTRADA,CATAMARCA Y BELGRANO,1394,6231,6235,-63.9177797162,-31.6506337477
16,244,ESC CORONEL PRINGLES,SANTIAGO TEMPLE,1600,6236,6242,-63.41691,-31.3917499957
16,245,COLEGIO SAN JOSE,VILLA DEL ROSARIO,3610,6267,6279,-63.53893,-31.5603599956
16,245,ESC MARQUES DE SOBREMONTE,VILLA DEL ROSARIO,3312,6254,6266,-63.53893,-31.5603599956
16,245,ESCUELA RECONQUISTA,VILLA DEL ROSARIO,2474,6244,6253,-63.53893,-31.5603599956
17,248,COLEGIO SAN JOSE,RIVADAVIA(B°CENTRO) 245,2186,6305,6312,-63.3875004194,-34.128325955
17,248,ESC GRAL CONRADO VILLEGAS,INTENDENTE FENOGLIO(B°  SANTA RITA) 344,2671,6289,6298,-63.3979284394,-34.1256675368
