Seccion,Circuito,Escuela,Direccion,votos,Mesa desde, Mesa hasta,Lat,Long
8,110A,ESC.PROV.M.BELGRANO,12 DE OCTUBRE 0,55,4463,4463,-63.49112,-33.7579654
9,128A,ESC.PROV.PAULA ALBARRACIN,AV 24 DE SEPTIEMBRE 0,98,4641,4641,-62.3431686,-32.9349552
9,131A,ESCUELA VICTORIA OCAMPO,VILLA ELISA,23,4683,4683,-62.2938591903,-32.835369076
10,138A,ESC MIGUEL DE AZCUENAGA,RUMIACO,18,4788,4788,-65.2663138196,-30.9050633863
10,138B,ESC.PROV.FRAY M.ESQUIU,PUBLICA 0,66,4789,4789,-65.2217481195,-31.0395020883
10,138C,ESC PROV NIÑAS DE AYOHUMA,PUBLICA S/N,217,4790,4790,-65.2148204399,-31.1278884654
10,138D,ESC.PROV.MONS.R. LEAL,PUBLICA 0,111,4791,4791,-65.3156039,-30.9501518
10,139A,ESC.PROV.R.VERA PEÑALOZA,AGUA DE RAMON,57,4793,4793,-65.3650903792,-30.8497002734
10,139B,ESC PROV GRAJ J DE SAN MARTIN,PUBLICA S/N,187,4794,4794,-65.3612410435,-31.0105768738
10,140A,ESC MARTIN MIGUEL DE GUEMES,OJO DE AGUA DE TOTOX,60,4796,4796,-65.2465584464,-31.2167031834
10,141A,ESC PROV ANGEL V PEÑALOZA,PUBLICA S/N,108,4798,4798,-65.3650903792,-30.8497002734
11,144A,ESC.PROV.L.LUGONES,PUBLICA 0,40,4809,4809,-65.6678017979,-31.6413780818
11,144B,ESC R ESCALADA DE SAN MARTIN,EL MEDANITO,35,4810,4810,-65.3805344388,-31.5817818826
11,146A,ESC.PROV.M.BELGRANO,TALA CAÑADA,202,4820,4820,-64.9638141612,-31.3590199808
12,147A,ESC HOGAR ALBERTO MAGGI,CEFERINO NAMUNCURA 62,664,4837,4839,-64.4624190001,-31.3478555957
12,147B,ESC DR JERONIMO J DEL BARCO,VILLA PARQUE SIQUIMAN,988,4840,4843,-64.4625085083,-31.3479284644
12,152A,COL JUANA MICONO DE GIARDIN,AV SAN MARTIN 762,739,4954,4956,-64.4727956001,-31.0257781959
12,152A,ESC ESTEBAN ECHEVERRIA,CHILE S/N B°INDEPENDENCIA,1017,4950,4953,-64.4727956001,-31.0257781959
12,155A,ESC DRA CECILIA GRIERSON,LOS COCOS,714,5019,5021,-64.5032219001,-30.9234105959
12,156A,ESC MERCEDES S M DE BALCARCE,GENERAL SAN MARTIN S/N,1066,5176,5179,-64.5653795001,-31.4823338956
12,156D,ESC JUAN JOSE PASO,RUTA PROV. 14-KM.43 CENTRO,1344,5185,5189,-64.5289695591,-31.4770173886
12,158A,ESC.PROV.D. FRENCH,CALLE 10 0,249,5234,5234,-64.559150317,-31.3885253152
12,158C,IPEM N° 332,LOS TALAS ESQ. LAS ROSAS,1322,5237,5242,-64.520137333,-31.3748378071
13,160A,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,199,5266,5266,-64.7260567557,-33.1851543344
13,178A,ESC.C.G. DE REZZANO,CALLE 11 0,319,5454,5455,-64.8432789587,-32.8894301128
13,184A,ESC.PROV.M.BELGRANO,SARMIENTO 0,487,5527,5528,-63.8890002,-33.6368817
13,191A,ESC.PROV.R.E.DE SAN MARTIN,REMEDIOS ESCALADA DE SAN  MARTIN 0,215,5855,5855,-64.4293788,-33.4904208
14,201A,ESC MAEST F BELLORA DE DAVILA,LAS GRAMILLAS,110,5873,5873,-63.228992395,-31.1324210564
14,212B,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,215,5924,5924,-63.6055012665,-31.0167732335
14,215A,ESC PROV JUAN JOSE PASO,PUBLICA S/N,196,5938,5938,-63.1518816534,-31.06246082
15,225A,ESC PROV GENERAL PAZ,PUBLICA S/N,56,5992,5992,-63.35794706,-30.0745172075
15,226A,ESC.PROV.D.F.SARMIENTO,PUESTO DE CASTRO,231,5995,5996,-63.427201371,-30.2702247884
15,227A,ESC PROV GUILLERMO BROWN,PUBLICA S/N,231,5995,5996,-62.9441043,-30.183202
15,227C,ESC PROV G MARTINEZ PIZARRO,PUBLICA S/N,231,5995,5996,-63.8520639,-29.9990457
15,227D,ESC PROV ING FEDERICO NEHHER,PUBLICA S/N,230,6003,6003,-63.8443009,-30.1155182
15,229A,ESC PROV LEOPOLDO LUGONES,SANTIAGO DEL ESTERO S/N,155,6025,6025,-63.5890520533,-29.9241652814
16,230A,ESC.PROV.M.BELGRANO,CALCHIN OESTE,554,6032,6033,-63.2765901,-31.8628413
16,236A,ESC.PROV.D.F.SARMIENTO,PUBLICA 0,32,6076,6076,-63.49662,-31.88299
16,237A,ESCUELA N°57,MANFREDI,696,6093,6095,-63.7433223,-31.8444589
16,237B,ESC PROV JERONIMO L DE CABRERA,PUBLICA S/N-IMPIRA,146,6096,6096,-63.6503637905,-31.7992047016
16,244A,ESC PROV ESTANISLAO DEL CAMPO,PUBLICA S/N,224,6243,6243,-63.3265208,-31.4031486
18,260A,ESC PROV JUAN P PRINGLES,PUBLICA S/N,38,6374,6374,-64.9575965296,-31.4832320441
18,261A,ESC PROV JUAN MARTIN RECALDE,PUBLICA S/N,634,6390,6392,-65.016636,-31.6686367
18,263B,ESC PROV CEFERINO NAMUNCURA,PUBLICA S/N,26,6425,6425,-64.8465692434,-31.8337278571
18,263C,ESC J V LOPEZ(EX-NAC N°493),RUTA N°14 Y ESMERALDA 0,351,6426,6427,-65.001593,-31.7625419
18,264A,ESC TOMAS DE IRIARTE,LOS ESPINILLOS,134,6433,6433,-65.1027334,-31.6975211
18,265B,ESC PROV MARIO REMORINO,PUBLICA S/N,54,6459,6459,-65.3760565897,-31.6673615078
18,265C,ESC.PROV.FRAY L.BELTRAN,PUBLICA 0,591,6460,6461,-65.1764994,-31.9106749
18,266A,ESC MARCELO T DE ALVEAR,SAN RAFAEL,139,6466,6466,-65.5498740894,-31.8348784453
19,269B,ESC PROV JUAN JOSE PASO,RUTA NACIONAL 148 S/N,16,6553,6553,-65.1713829593,-32.247693895
19,275A,ESC GENERAL BARTOLOME MITRE,LOS CERRILLOS,1322,6587,6591,-65.4445800002,-31.9692899953
20,279A,ESC PROV ALTE GUILLERMO BROWN,ALICIA ROSSI 441,293,6665,6666,-62.9717516572,-31.4045237124
20,283A,ESC CONGRESO DE TUCUMAN,COLONIA PICHANAS,155,6714,6714,-62.9260502377,-31.2461807563
20,288A,ESCUELA PROV. ANTONIO SOBRAL,PUBLICA 0,86,6739,6739,-62.8967937182,-31.6318084863
20,291A,ESC PROV RAMON J CARCANO,PUBLICA S/N,64,6767,6767,-62.2366450764,-31.1188918364
20,294A,ESC PROV NICOLAS AVELLANEDA,SARMIENTO S/N,168,6782,6782,-62.2345323718,-31.0511778572
20,310A,COL SAN FCO DE ASIS,JUAN JOSE PASO (B°VELEZ  SARSFIELD) 1650,2361,7043,7051,-62.0837,-31.424
20,310A,COLEGIO SAGRADO CORAZON,25 DE MAYO(B°ITURRASPE) 1414,1567,7052,7057,-62.0822,-31.4298
20,310A,ESC DOMINGO F SARMIENTO,ALMAFUERTE (B°ROCA) 104,2313,7033,7042,-62.093598335,-31.4271216008
20,310A,ESC JOSE BERRNARDO ITURRASPE,CABRERA(B°GENERAL ROCA)  1736,4183,7016,7032,-62.0851,-31.4266
20,310A,ESC PTE HIPOLITO IRIGOYEN,JUJUY(B°ITURRASPE) 205,3337,7069,7081,-62.0754,-31.4292
20,310A,ESCUELA PRIMERA JUNTA,ENTRE RIOS(B°GENERAL ROCA)  2505,2543,7058,7068,-62.092,-31.4175
21,316A,ESC VICENTE LOPEZ Y PLANES,ANIZACATE,1024,7227,7230,-64.4025753649,-31.7258138675
21,316A,IPEM N° 118-JUANA AZURDUY,SALOMON PALACIOS 0,1306,7222,7226,-64.4025908607,-31.7254890009
21,316B,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,85,7231,7231,-64.483629926,-31.7033206243
21,316D,ESC GENERAL MANUEL BELGRANO,LA SERRANITA,285,7233,7233,-64.4552082769,-31.7359595324
21,316E,ESC PROV CATALINA E DE BARON,ANICETO GRANADO S/N,732,7234,7236,-64.2847995,-31.5250735
21,316F,IPET N° 118 JUANA AZURDUY,SALOMON PALACIOS S/N,389,7237,7238,-64.4025908607,-31.7254890009
21,316G,ESC.PROV.J.HERNANDEZ,CALLE 10 ESQ AV N 5 0,770,7239,7241,-64.3867526,-31.6158614
21,316I,ESC PROV DOMINGO F SARMIENTO,VILLA LOS AROMOS,527,7245,7246,-64.4374419968,-31.7227842795
21,316J,ESC.PROV.P.PIZZURNO,CALLE 7 ESQUINA 0,1619,7247,7252,-64.3556923,-31.5912799
21,326A,COLEGIO JUAN XXIII,BRIGADIER SAN MARTIN 231,1828,7305,7311,-64.3673300001,-31.4458699956
21,326B,ESC PROV FRAY J S MARIA DE ORO,CRUCERO GENERAL BELGRANO  S/N,685,7312,7315,-64.3614100001,-31.4684099956
21,326C,ESC MARTIN M DE GUEMES,A CASTELLANO 0,735,7316,7318,-64.3614100001,-31.4684099956
2,328A,ESC BARTOLOME MITRE,PUBLICA S/N,522,3221,3222,-64.7732581438,-31.8952723424
23,337A,ESC PROV JUAN B ALBERDI,SANTA ROSA 171,492,7391,7392,-63.8638311,-32.0356462
23,347A,ESC PROV GABRIELA MISTRAL,LAS ISLETILLAS,234,7496,7496,-63.927143588,-32.5085060235
23,349A,ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,319,7629,7630,-63.8680253,-32.3239244
24,352A,ESC PROV PEDRO N ARIAS,PUBLICA S/N,124,7644,7644,-63.885465233,-30.6269796219
25,360A,ESC PROV MIGUEL DE GUEMES,EL RODEO,174,7680,7680,-63.8646364,-30.1783549
25,360B,ESCUELA ESTEBAN ECHEVERRIA,LA TOMA,73,7681,7681,-64.0101637,-30.2129889
25,370A,ESC PROV MANUEL DORREGO,PUBLICA S/N,15,7715,7715,-64.0851065,-30.2402883
26,397A,ESCUELA VALENTIN ALSINA,CORRAL DEL BAJO 0,35,7972,7972,-62.800031,-32.0755992
1,4,ESC GDOR ALVAREZ,C ARENAL 699 B°R MARTINEZ,1953,148,156,-31.4343505,-64.17868
1,13,ESC PADRE DIEGO DE TORRES,DIAG ICA Y CAMICALTA B°L N  ALEM,3057,2355,2366,-31.3840866,-64.1529007
1,14,COLEGIO LA SALLE,AV MARTINOLI 3950,4949,2748,2765,-31.35663,-64.2436183
1,5C,ESC VICTOR MERCANTE,CAUCETE 4008 B°EMPALME,3298,377,388,-31.4323723,-64.1338851
1,5C,FRAY JUSTO STA MARÍA DE ORO,CALLAO 2320,3302,402,413,-31.4360838347,-64.1205045411
1,5D,BAC TEC DR F ESCARDO,CAMPO LA RIBERA,1986,428,435,-31.4077946,-64.1334061
1,6A,ESC MUNICIPAL DR A SOBRAL,PUBLICA S/N° B°SANGRE Y SO,341,551,552,-31.3796444,-64.1294861
1,6B,ESC VAN GELDEREN,CNO CHACRA DE LA MERCED KM  6 1/2,210,553,553,-31.340929,-64.178421
1,6D,ESC BRIGADIER C SAAVEDRA,ARENALES Y LA PLATA  B°JUNIORS,2491,597,607,-31.4188957,-64.1693573
1,6E,ESC TRANSITO CACERES DE ALLEND,CNO CHACRA DE LA MERCED KM  9 Y 1/2,1311,608,612,-31.3384857,-64.1652908
1,6F,ESC GDOR AMADEO SABATTINI,GERMANIA 2500 B°YAPEYU,2908,625,635,-31.4132435,-64.1503457
1,7C,ESC J NEWBERY,MATIENZO 5895 B°J NEWBERY,9,721,721,-31.4520743,-64.1753876
1,7E,IPEM 338,FRANCISCO SUAREZ 3760,1884,787,793,-31.3735833,-64.1950041
1,7E,JOSE LUIS SERCIC,PEREZ CORREA 1500 M DE  SOBREMONTE,2124,779,786,-31.4799175,-64.2149658
1,7F,ESC JORGE NEWBERY,MATIENZO 5895 B°J NEWBERY,2717,794,803,-31.4520743,-64.1753876
1,7F,ESC NACIONES UNIDAS,CTDA 8 S/N°B°R DE ESCALAD,2147,804,812,-31.3989296,-64.1821289
1,7G,ESC FRANCISCO VIDAL,FRAGUEIRO (MANZANA "C"  4200,3171,831,842,-31.4354878,-64.1855715
1,7G,J DE INF FCO VIDAL,FRAGUEIRO (MANZANA "C"  4200,529,845,846,-31.4354878,-64.1855715
1,10F,ESC REPUBLICA ARGENTINA,SAN CAYETANO Y BRAILE  B°AMEGHINO(S),1876,1336,1342,-31.3989296,-64.1821289
1,10H,ESC MUNIC DR A DEL CASTILLO,UNO ESQ DOCE B°AMPL  ROSEDAL,1990,1432,1438,-31.3989296,-64.1821289
1,11A,ESC SUP DE COMERCIO H VIEYTES,CASEROS Y VIEYTES B° ALTO  ALBERD,2549,1619,1628,-31.3989296,-64.1821289
1,11B,ESC ANTARTIDA ARGENTINA,B° GENERAL DEHEZA,2709,1685,1695,-31.3989296,-64.1821289
1,11C,ESC MANUEL E PIZARRO,DUARTE QUIROS 4725 B° LAS  PALMAS,3957,1713,1726,-31.398656,-64.2545118
1,11E,ESC PADRE T GAMBINO,OCHO ESQ NUEVE B°LOS  GRANAD,2476,1806,1814,-31.3989296,-64.1821289
1,11E,ESC.MUNIC.DR.CARLOS BECERRA,GAONA 1285,1629,1815,1821,-31.4217515,-64.2324155
1,11G,ESC ATILIO ARGÜELLO,PUBLICA S/N B°PARQUE  REPUBLICA,2693,1861,1870,-31.3796444,-64.1294861
1,11I,HEROES DE MALVINAS,CNEL MANUEL  NAMUNCURA/PETIROSSI,1538,1914,1919,-31.3387148288,-64.1789813753
1,11K,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO V  URQUIZA,1570,2007,2012,-31.3989296,-64.1821289
1,11K,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS VILLA  URQUIZA,1543,1995,2000,-31.3989296,-64.1821289
1,11K,ESC MUNIC JUAN B JUSTO,IGUALDAD 4100 VILLA URQUIZ,1545,2001,2006,-31.3928998,-64.2325848
1,12A,ESC.MA.DEL TRANSITO CABANILLAS,CNO.SAN ANDRES/RUIZ  HUIDOBRO,1838,2068,2074,-31.479084,-64.1432343
1,12A,ESC.PROF.M.LUCIANI,11 DE SEPTIEMBRE ESQ. CALLE  2CARCANO 440,2136,2060,2067,-31.3833601,-64.2022329
1,12B,ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT  B°CRISOL,3388,2075,2088,-31.3989296,-64.1821289
1,12B,INST NTRA SRA DEL SGDO CORAZON,REVOLUCION DE MAYO 1476  B°COLON,4079,2089,2105,-31.4355677,-64.1676817
1,12D,ESC MONSEÑOR M DE ANDREA,17 DE JULIO 380 B°FVRO MITR,2689,2157,2166,-31.4132542,-64.1889647
1,12D,ESC MUNIC DOMINGO F SARMIENTO,MANZANA 63. B° 23 DE  ABRIL(CNOINTERF,1843,2196,2202,-31.4182981,-64.1867616
1,12D,ESC MUNIC DR ARTURO H ILLIA,CHIRINO DE POSADAS  ESQ.MAGUNA 4600,2128,2188,2195,-31.3221157,-64.2679414
1,12D,ESC. MARIA EVA DUARTE,CALLE PUBLICA S/N,1865,2219,2225,-31.3422874003,-64.1475294387
1,13B,ESC FLORENCIO SANCHEZ,RUTA 111 KM 12,128,2435,2435,-31.3854453,-64.2066834
1,13F,CENTRO VECINAL ZONA 111,TREDENTINA 1945 B°NUEVA  ITALIA,536,2510,2511,-31.388482,-64.1461197
1,13L,ESC JORGE WASHINGTON ABALOS,CNO J MARIA KM 8 1/2,303,2719,2720,-31.4840424,-64.0289928
1,14B,ESC MARTIN DE GÜEMES,DOMINGO  ALBARIÑOS/ANTEQUEIRA  CASTRO,2130,2811,2818,-31.4757195,-64.1923523
1,14G,ESC MUNIC ING MASJOAN,2/TUCUMAN Y MENDOZA LOS  BOULEVARES,2167,2906,2913,-31.3333302,-64.2333298
1,14I,ESC MAESTROS PUNTANOS,CINCO N°25 B°AMPL P LUGONE,1957,2935,2941,-31.3854372,-64.2067442
1,14J,ESC REPUBLICA DE PANAMA,TRECE BIS COL DEL CER,1671,2958,2964,-31.3989296,-64.1821289
1,14J,INSTITUTO EMILIO LAMARCA,AV EMILIO LAMARCA 4245,2519,2949,2957,-31.4076115946,-64.1774258257
2,19,COLEGIO SAGRADO CORAZON,AV DON BOSCO 101,832,3126,3128,-32.3198961807,-64.277073247
2,26,ESC. PROV.M. MORENO,SANTA ROSA,3137,3195,3206,-32.0739359241,-64.5285938363
2,16A,ESCUELA N° 404,VILLA LA MERCED,46,3089,3089,-31.8289453,-64.5214106
2,16B,ESC.PROV. F.AMEGHINO,CHAMPAQUI,15,3090,3090,-31.9923407503,-64.906155239
2,18C,ESC.PROV. A.ALSINA,FRANCISCO CESAR 0,33,3119,3119,-32.3766557,-64.6343311
2,25A,ESC.PROV.M.GUEMES,PUBLICA 0,79,3187,3187,-32.1751529,-64.5728564
2,26A,ESCUELA N° 481,SEGUNDA USINA,100,3219,3219,-32.1649072663,-64.3784893708
4,43,ESCUELA PROVINCIAL,CANDELARIA,36,3758,3758,-31.0970547608,-64.8556675865
4,44,ESCUELA NORMAL,SARMIENTO 1155,3756,3804,3819,-30.7344469679,-64.7935047185
4,49,ESC.PROV.M.MORENO,LOS SAUCES,64,3845,3845,-30.7984200994,-64.3015645669
4,51A,ESC.PROV.J.M.PAZ,SANTA ANA,82,3854,3854,-30.7973209775,-65.1915561956
4,53A,ESC. R.S. DE CALDELARI,LOS LEONES,33,3857,3857,-30.3179912957,-65.1232154373
4,53B,ESCUELA N°395,EL ABRA,19,3858,3858,-30.3853054514,-65.1541757776
6,89,ESC.N.AVELLANEDA,BS.AS.E INT.MACIEL,3475,4142,4155,-32.3964179,-63.2362835
6,89,ESC.N.V.MERCANTE,SOBRAL 378,7471,4156,4184,-32.4158014,-63.242105
6,89,I.P.E.T. N° 2,J.MULLER 651,3759,4212,4225,-32.411174,-63.2588317
6,90,IPEM N° 322,LIMA Y RIVADAVIA,2854,4259,4268,-32.428578145,-63.2482323743
6,88A,ESC.PROV. LIBERTAD,SANTA RITA,7,4052,4052,-30.9762508323,-63.0707844317
6,88B,ESC.PROV.JOHN F.KENNEDY,SAN ANTONIO DE YUCAT,13,4053,4053,-32.3140295503,-63.515165789
8,107,ESC.TTE. 1°M.C.ASUA,CARNERILLO,1457,4426,4431,-32.9120042,-64.0226561
9,126,COLEGIO NACIONAL,CRUZ ALTA,1797,4612,4618,-33.0079032634,-61.8061887337
9,134,INST.SEC.GRAL J.M.PAZ,MONTE BUEY,279,4772,4772,-32.9155099948,-62.4561799999
11,145A,ESCUELA N°157,LAS PALMAS,187,4813,4813,-31.3745517283,-65.2991721581
11,146B,ESC.PROV. E.ECHEVERRIA,SAN JERONIMO,122,4821,4821,-31.3418153,-64.9182569
11,146C,ESC ROQUE SAENZ PEÑA,LOS TALARES,87,4822,4822,-31.4071630239,-65.0440244803
14,208,ESCUELA N°111,COMECHINGONES,260,5896,5896,-31.1726999961,-63.6092318571
14,211,ESCUELA 25 DE MAYO,MONTE CRISTO,2286,5915,5922,-31.3454799957,-63.9447400001
14,211,ESCUELA MAESTRO DOMINGO NOGAL,MONTE CRISTO,2025,5907,5914,-31.3454799957,-63.9447400001
14,211,MARGARITA V LUDUEÑA DE LAZO,SARMIENTO 571 LAS MALVINAS,2289,5899,5906,-31.3454799957,-63.9447400001
15,227B,ESC PROV LUCIANO ARGUELLO,CERRO COLORADO,242,6001,6001,-30.0969878,-63.9328745
16,230,COLEGIO ENS.SECUNDARIA,CALCHIN,1700,6026,6031,-31.6687650955,-63.2003409
16,242A,ESC MARIANO MORENO,CAÑADA DE MACHADO SUD,18,6186,6186,-31.5242997,-63.6899361
17,256,ESC.PROV.GRAL SAN MARTIN,SAN JOAQUIN,97,6358,6358,-34.5131413,-63.7092404
18,261,IPEM N° 344,BROCHERO,2089,6375,6382,-31.7055336508,-65.0196691997
18,263A,ESCUELA 20 DE JUNIO,PUBLICA S/N,115,6424,6424,-31.6139718596,-64.9030730025
18,263D,ESC.PROV.M.A DE CARRANZA PREGO,LAS CALLES,344,6428,6429,-31.8245866,-64.9702727
19,274A,ESCUELA PROVINCIAL,PUBLICA S/N,284,6579,6580,-32.0679585,-65.0298602
20,281,ESCUELA N°349,BEIRO,101,6684,6684,-30.705777035,-61.903889245
20,283,ESC.PROV.M.MORENO,TUCUMAN 483,1268,6709,6713,-31.3206461874,-62.8175006926
20,301,ESC.REP DEL PARAGUAY,BELGRANO 234,1326,6847,6852,-30.9945149959,-62.826476
20,302,ESC PROV GRAL SAN MARTIN,PUBLICA S/N,88,6853,6853,-30.6906144827,-62.1200670236
20,304,COLEGIO NACIONAL MIXTO,MORTEROS,3441,6860,6873,-30.7077206164,-62.0081213303
20,310A,ESC JOSE MARIA PAZ,REPUBLICA DEL LIBANO 1009,2574,7082,7091,-30.9176774,-62.0706057
21,320,ESC.PR0V.J.M.ESTRADA,BUENA VISTA,18,7261,7261,-31.3919793648,-64.9230136594
21,328B,ESC.PROV.J.V.GONZALEZ,RUTA N 5 KM 5 0,469,7324,7325,-31.7974163,-64.5137565
21,330A,ESCUELA DE MINERIA,JOSE DE LA QUINTANA,319,7329,7330,-31.8044170307,-64.413724557
22,335,I.P.E.T. N°17,CHAÑAR,1730,7347,7354,-29.7882499966,-63.9425000001
23,344,ESCUELA NAC.DE COMERCIO,OLIVA,3105,7477,7488,-32.0573909,-63.5502716
23,348,E.N.E.T. N°1,G.SAVIO Y MENDOZA,4079,7509,7523,-32.1636027,-64.1319325
23,348,ESCUELA N° 402,I.LA CATOLICA 190,3587,7596,7608,-32.1703467,-64.108343
25,360,ESC PROV MARIANO MORENO,PUBLICA S/N,122,7679,7679,-30.17343,-63.926248
25,370,ESC PROV CORNELIO SAAVEDRA,PUBLICA S/N,83,7714,7714,-30.2528778,-64.1733465
26,374,ESCUELA N°9,BALLESTEROS SUD,524,7736,7737,-32.5860159779,-63.023793534
26,386,ESC R VERA PEÑALOZA,GOULD,542,7864,7865,-33.5882367539,-62.7290218548
26,393,ESC PROV R E DE SAN MARTIN,NOETINGER,1326,7917,7921,-32.3654499951,-62.3103999999
26,393,ESCUELA LEANDRO N ALEM,NOETINGER,2141,7922,7929,-32.3654499951,-62.3103999999
26,372A,ESC PROV JUAN P ESNAOLA,ANA ZUMARAN,114,7725,7725,-32.3911338,-63.0569809
,,Escuelas sin geolocalización,,2005447,0,0,-30.4963614,-62.7323884
