seccion,circuito,mesa,MOVIMIENTO AL SOCIALISMO,MOVIMIENTO DE ACCION VECINAL,PARTIDO POPULAR,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA PROGRESISTAS,ALIANZA COMPROMISO FEDERAL,MST - NUEVA IZQUIERDA,ALIANZA CAMBIEMOS,ALIANZA FRENTE POPULAR,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)
001,12F,2351,1,0,2,23,9,10,1,109,0,15,83
001,12F,2356,0,1,0,26,5,7,3,116,1,22,82
001,12F,2329,1,0,2,25,8,8,0,88,1,12,104
001,12F,2354,1,2,1,19,6,8,3,113,3,18,77
001,12F,2355,1,0,0,31,6,10,6,92,2,23,76
001,12G,2381,2,1,1,27,7,12,0,85,1,12,115
001,12G,2380,2,2,0,29,2,6,1,69,6,16,113
001,12G,2383,3,0,1,24,1,6,2,18,1,9,111
001,12G,2382,0,1,1,24,5,7,2,68,2,12,110
001,12G,2385,2,1,3,30,4,6,0,83,2,3,103
001,12G,2384,1,0,2,33,0,1,2,66,0,6,110
001,12G,2369,1,1,1,23,2,5,1,99,1,9,115
001,12G,2368,3,1,2,32,4,2,1,83,1,10,108
001,12G,2367,3,3,3,28,7,6,4,71,1,19,32
001,12G,2366,2,0,1,38,2,2,1,62,1,15,113
001,12G,2365,2,0,2,23,1,7,4,73,3,14,122
001,12G,2364,2,0,1,22,3,9,0,70,0,17,111
001,12G,2363,0,0,0,24,3,8,1,96,4,19,102
001,12G,2362,3,1,0,23,1,5,1,74,4,7,111
001,12G,2361,1,1,0,23,2,12,1,87,0,16,109
001,12G,2360,1,3,3,35,6,7,5,75,3,19,95
001,12G,2387,1,2,1,32,3,6,1,73,5,15,100
001,12G,2386,1,6,3,25,3,6,4,79,0,14,93
001,12G,2389,0,3,0,28,4,13,2,66,4,21,107
001,12G,2388,1,1,2,31,3,10,1,73,2,11,112
001,12G,2378,0,2,2,25,0,5,2,71,6,13,102
001,12G,2379,1,2,1,29,7,4,1,70,1,10,109
001,12G,2390,0,2,1,35,3,6,0,69,3,15,97
001,12G,2374,0,1,2,26,3,8,4,84,0,11,90
001,12G,2375,0,1,2,29,2,5,1,76,4,11,124
001,12G,2376,3,1,3,21,2,0,0,77,0,14,116
001,12G,2377,3,2,2,28,1,7,0,90,1,14,95
001,12G,2370,2,3,2,25,3,6,1,69,3,12,120
001,12G,2371,1,0,0,22,4,15,3,74,2,11,108
001,12G,2372,2,0,4,21,4,5,4,75,5,6,114
001,12G,2373,0,0,2,21,3,4,1,90,1,5,89
001,12H,2414,1,1,2,20,4,7,1,104,2,10,98
001,12H,2396,1,1,1,23,8,5,1,92,2,8,96
001,12H,2410,0,1,1,32,7,3,0,66,2,10,102
001,12H,2413,2,2,0,25,5,9,4,91,4,15,94
001,12H,2406,0,2,1,31,3,14,1,87,0,15,88
001,12H,2407,6,0,0,0,5,8,2,98,0,9,40
001,12H,2404,1,1,0,29,7,6,1,97,2,3,103
001,12H,2405,1,0,1,30,6,3,0,107,1,14,75
001,12H,2402,4,2,2,31,3,8,2,90,0,20,85
001,12H,2403,0,1,0,21,2,6,2,79,0,13,107
001,12H,2400,2,0,0,27,6,2,0,102,2,15,77
001,12H,2401,1,2,1,23,5,1,5,86,0,16,87
001,12H,2415,5,1,2,17,4,8,1,105,1,9,95
001,12H,2408,5,0,0,25,5,6,3,104,1,11,82
001,12H,2409,0,0,0,25,7,7,1,72,0,10,98
001,12H,2420,1,2,1,37,3,13,1,97,2,15,95
001,12H,2421,2,0,1,40,4,8,3,81,0,13,104
001,12H,2395,0,0,2,23,4,2,1,104,4,20,65
001,12H,2416,0,0,0,40,2,5,4,95,1,15,82
001,12H,2411,3,0,2,21,8,13,1,81,1,13,89
001,12H,2397,0,0,1,23,9,11,1,105,3,13,79
001,12H,2394,1,1,3,25,5,4,0,100,0,13,150
001,12H,2412,0,0,2,24,7,8,2,89,1,8,99
001,12H,2392,0,1,0,26,2,2,5,82,2,11,102
001,12H,2393,0,0,0,31,2,6,2,104,2,14,93
001,12H,2417,1,0,0,35,0,7,7,11,3,17,80
001,12H,2391,1,1,5,20,3,5,1,88,3,12,96
001,12H,2419,0,0,2,25,3,0,1,97,0,10,99
001,12H,2418,2,0,1,28,0,7,1,91,0,17,92
001,12H,2398,0,0,1,37,3,11,0,95,1,9,93
001,12H,2399,2,0,3,37,1,8,1,114,0,13,83
001,12I,2428,1,0,0,34,1,3,0,34,0,4,125
001,12I,2422,1,1,1,35,1,2,1,48,3,7,114
001,12I,2423,0,0,0,23,3,4,2,36,1,10,139
001,12I,2424,1,0,0,50,1,0,3,27,0,11,119
001,12I,2425,3,0,2,30,2,1,1,32,2,10,6
001,12I,2426,0,1,0,28,0,2,1,49,3,17,130
001,12I,2427,3,0,1,39,1,1,0,39,1,7,124
001,4,151,0,2,0,34,17,2,1,118,0,11,44
001,4,150,3,1,1,34,7,0,2,135,0,15,35
001,4,153,0,0,0,30,9,4,0,130,0,18,41
001,4,152,0,0,0,33,16,5,3,147,0,19,0
001,4,155,2,0,0,28,14,2,1,126,0,16,43
001,4,154,0,0,0,32,17,0,2,114,1,18,46
001,4,157,2,0,0,33,10,1,3,119,2,15,47
001,4,156,0,0,0,29,11,5,2,147,2,15,43
001,4,159,1,1,1,42,10,2,2,150,1,8,32
001,4,158,0,1,0,35,10,3,0,141,0,19,39
001,4,178,2,0,1,36,9,3,3,118,1,16,47
001,4,133,0,0,1,31,8,3,4,143,1,11,41
001,4,132,1,1,0,29,12,5,2,127,0,17,36
001,4,131,1,0,0,29,12,3,1,136,3,15,32
001,4,130,0,0,0,29,5,5,1,145,0,21,37
001,4,137,0,0,1,26,12,2,1,143,0,11,30
001,4,136,0,2,0,33,10,2,2,155,1,13,37
001,4,135,1,1,0,34,10,5,1,140,1,20,41
001,4,134,4,1,0,43,9,4,2,121,4,16,44
001,4,177,0,1,2,36,11,5,4,133,0,19,42
001,4,176,2,0,0,36,5,2,2,128,2,14,42
001,4,139,1,0,0,31,13,6,2,125,1,16,29
001,4,138,0,0,0,28,11,6,2,151,1,14,28
001,4,173,0,0,2,48,11,3,1,141,3,13,25
001,4,172,2,1,0,38,15,3,4,121,0,21,33
001,4,165,1,0,0,29,9,5,1,138,0,17,38
001,4,170,0,0,0,35,14,5,0,136,1,12,26
001,4,174,0,0,1,40,6,5,2,124,2,13,34
001,4,175,0,0,1,55,14,1,1,123,1,13,26
001,4,180,2,0,0,21,18,6,2,135,0,20,34
001,4,179,0,0,0,28,17,4,0,137,1,10,29
001,4,171,0,0,0,33,11,2,2,130,1,13,25
001,4,146,0,0,0,31,13,7,3,132,0,14,31
001,4,147,1,0,1,40,18,1,1,115,1,14,31
001,4,144,0,0,0,44,15,6,1,122,0,17,37
001,4,145,0,0,1,40,10,4,0,149,1,13,32
001,4,142,1,0,0,37,10,3,0,123,0,7,40
001,4,143,1,0,0,32,9,8,2,132,2,17,39
001,4,140,2,0,1,33,11,2,1,131,0,18,34
001,4,141,3,0,0,37,18,4,2,135,1,15,31
001,4,148,1,0,0,35,16,6,0,114,1,16,37
001,4,149,0,0,1,39,5,5,4,126,1,11,36
001,4,122,0,0,0,28,7,4,0,134,0,9,39
001,4,123,0,1,1,26,14,3,3,144,1,13,30
001,4,124,1,2,0,25,9,4,0,137,2,14,41
001,4,125,1,1,1,33,17,3,3,128,2,8,48
001,4,126,0,1,0,33,13,5,2,120,1,14,42
001,4,127,1,1,0,41,14,3,3,122,1,15,38
001,4,128,0,1,1,24,21,4,6,142,2,15,30
001,4,129,1,0,0,33,16,2,1,149,0,14,38
001,4,166,4,0,0,27,9,4,3,143,2,4,35
001,4,167,0,0,1,28,9,3,0,149,0,16,37
001,4,160,0,1,0,44,18,3,0,121,2,20,21
001,4,161,1,1,0,34,11,4,3,140,0,7,41
001,4,162,2,0,0,38,12,3,1,119,0,19,43
001,4,163,1,0,1,25,14,8,2,123,1,16,34
001,4,164,0,1,0,28,8,7,2,125,0,24,43
001,4,168,0,0,0,33,15,9,1,144,1,7,40
001,4,169,2,1,1,40,9,1,4,136,0,12,45
001,8,876,0,0,0,8,3,3,1,34,2,6,89
001,8,874,0,2,0,7,2,3,1,24,0,3,89
001,8,875,0,2,1,20,2,4,0,18,1,7,78
001,6A,564,3,1,0,20,3,7,1,38,4,8,97
001,6B,565,0,2,1,18,1,2,3,43,3,5,53
001,14N,3140,2,0,4,25,0,11,4,71,1,7,116
001,14N,3143,3,0,1,36,9,13,2,65,2,17,97
001,14N,3146,1,0,3,26,2,6,2,64,1,9,114
001,14N,3141,1,2,1,31,2,2,0,67,0,16,102
001,14N,3142,2,0,0,39,1,4,2,66,0,11,86
001,14N,3135,2,1,2,25,2,12,3,68,3,18,109
001,14N,3134,1,0,1,24,5,6,3,77,0,16,104
001,14N,3137,0,1,2,32,4,4,1,59,2,13,103
001,14N,3136,3,0,4,24,7,6,4,95,1,9,82
001,14N,3131,1,0,2,21,7,9,2,79,1,8,94
001,14N,3145,1,1,2,31,2,8,3,63,0,17,97
001,14N,3133,0,1,0,26,5,8,4,67,0,13,106
001,14N,3132,0,1,0,31,8,6,3,79,5,10,91
001,14N,3144,1,1,25,25,7,8,0,62,2,16,123
001,14N,3139,1,1,1,22,5,5,2,70,0,15,95
001,14N,3138,1,3,1,26,4,8,0,55,3,13,116
001,6C,591,2,2,1,23,9,3,0,139,0,18,52
001,6C,586,0,0,1,25,14,6,1,132,0,18,59
001,6C,579,1,0,1,31,11,5,3,123,0,12,40
001,6C,578,0,0,0,30,6,5,0,122,0,25,55
001,6C,595,0,0,0,35,10,8,0,138,1,18,41
001,6C,594,3,0,0,33,10,6,3,121,0,18,31
001,6C,593,2,0,1,39,14,6,1,123,0,15,53
001,6C,587,1,0,1,39,10,7,2,106,0,20,42
001,6C,573,0,0,1,29,10,7,0,124,1,17,44
001,6C,572,1,0,0,25,16,6,4,109,2,25,46
001,6C,571,3,1,0,18,13,4,3,125,1,9,52
001,6C,570,0,1,0,29,13,2,0,145,0,23,34
001,6C,577,2,1,0,29,20,3,1,133,1,17,49
001,6C,576,1,0,1,35,12,4,1,104,1,17,58
001,6C,575,1,0,0,33,9,4,2,136,0,11,44
001,6C,574,0,1,0,34,14,8,0,123,1,18,47
001,6C,592,0,0,1,25,7,7,0,126,3,17,41
001,6C,600,3,1,1,34,11,7,1,111,0,13,55
001,6C,597,0,1,1,31,18,6,2,127,3,15,42
001,6C,596,0,0,1,30,8,6,0,126,2,17,54
001,6C,599,0,1,0,31,6,5,1,113,1,21,62
001,6C,598,0,1,0,39,9,3,1,121,1,13,59
001,6C,568,1,0,0,33,8,2,1,127,4,17,48
001,6C,569,2,0,0,16,17,7,0,123,1,17,53
001,6C,584,0,0,0,25,10,9,4,117,2,17,55
001,6C,585,4,0,0,24,16,2,2,123,1,18,43
001,6C,582,1,1,1,31,7,5,0,133,0,16,51
001,6C,583,1,0,0,24,17,4,1,121,0,12,48
001,6C,580,1,0,1,41,6,4,2,108,0,18,55
001,6C,581,0,0,0,28,15,6,3,124,0,20,48
001,6C,566,0,1,0,32,13,5,3,126,0,15,53
001,6C,567,3,0,1,20,11,2,3,137,0,19,60
001,6C,588,1,0,1,30,10,8,4,114,1,19,48
001,6C,589,1,0,0,33,13,3,4,125,0,16,43
001,6C,590,0,2,0,40,11,3,0,129,1,13,46
001,14,2848,0,0,0,27,9,9,1,167,0,18,31
001,14,2849,0,0,0,28,9,4,1,168,1,10,28
001,14,2846,0,0,0,33,14,5,0,160,0,5,38
001,14,2847,0,0,0,23,8,2,2,163,0,15,40
001,14,2844,1,0,0,29,10,6,2,162,1,6,46
001,14,2845,2,0,1,27,11,8,0,143,2,15,44
001,14,2842,0,0,0,27,6,0,1,160,2,8,47
001,14,2843,0,0,0,22,8,2,2,155,2,17,33
001,14,2840,0,1,1,20,12,3,1,171,0,7,43
001,14,2841,0,1,1,31,11,3,1,160,2,8,35
001,14,2851,2,0,0,30,13,4,2,172,1,8,30
001,14,2839,1,0,0,14,16,6,1,166,2,15,26
001,14,2838,1,0,0,44,12,0,0,161,0,12,30
001,14,2837,1,0,0,19,8,2,3,181,0,15,31
001,14,2836,1,1,0,23,6,7,1,176,0,6,26
001,14,2835,2,0,0,19,10,7,2,160,1,9,26
001,14,2834,2,2,0,24,13,5,0,153,1,14,37
001,14,2833,0,2,0,25,14,8,0,158,1,8,31
001,14,2832,1,0,0,29,10,4,2,136,0,12,55
001,14,2850,2,1,0,31,17,2,4,166,1,7,42
001,13C,2534,1,1,1,17,13,14,1,78,1,15,86
001,13C,2525,1,0,1,23,5,2,2,96,1,14,74
001,13C,2524,0,1,0,27,6,1,3,84,1,14,79
001,13C,2527,2,0,0,22,6,7,1,86,2,15,85
001,13C,2526,4,0,1,33,7,8,1,66,1,12,77
001,13C,2521,0,0,0,31,16,9,0,99,0,12,62
001,13C,2520,2,3,0,35,5,10,5,85,3,10,76
001,13C,2523,0,1,0,25,2,5,1,87,2,11,96
001,13C,2522,0,0,0,24,7,7,4,79,2,10,91
001,13C,2529,0,2,4,20,7,0,2,82,1,13,81
001,13C,2528,2,0,2,21,7,11,1,99,1,12,144
001,13C,2509,6,2,1,42,2,11,2,70,0,13,83
001,13C,2508,0,1,1,23,3,5,0,87,2,17,74
001,13C,2507,1,0,1,21,5,9,3,72,2,11,87
001,13C,2506,1,2,1,26,8,9,4,76,1,15,86
001,13C,2543,1,0,2,28,4,9,1,78,0,15,77
001,13C,2542,2,0,3,36,5,6,1,73,3,10,64
001,13C,2541,2,2,2,21,7,1,4,69,0,19,97
001,13C,2532,0,0,2,16,12,10,1,113,2,9,76
001,13C,2540,1,0,1,26,3,13,0,91,1,15,81
001,13C,2533,1,0,0,16,3,11,2,82,0,9,0
001,13C,2530,2,1,0,40,2,15,1,67,1,15,81
001,13C,2546,0,3,0,23,6,4,1,101,1,14,70
001,13C,2531,0,1,3,29,4,13,0,82,2,16,83
001,13C,2545,0,0,2,28,4,10,2,84,1,8,95
001,13C,2536,2,1,2,35,5,3,1,109,1,10,58
001,13C,2544,0,2,1,36,1,9,3,92,2,13,62
001,13C,2537,2,1,0,18,4,13,2,73,0,14,100
001,13C,2538,2,2,2,26,5,6,1,95,0,10,133
001,13C,2539,0,1,0,30,6,6,1,79,2,11,69
001,13C,2518,1,1,2,25,7,10,1,91,0,11,78
001,13C,2519,3,0,1,35,2,10,1,78,0,14,86
001,13C,2535,1,1,2,22,5,6,0,95,0,13,89
001,13C,2514,1,1,0,37,5,5,0,68,2,14,90
001,13C,2515,1,2,1,31,6,7,3,82,1,15,66
001,13C,2516,1,0,0,35,8,13,6,69,0,8,77
001,13C,2517,1,0,0,30,15,19,6,93,0,13,64
001,13C,2510,2,1,0,30,10,12,1,101,2,10,70
001,13C,2511,5,0,0,35,4,11,1,74,4,11,63
001,13C,2512,2,4,0,26,2,10,2,64,0,12,78
001,13C,2513,2,1,1,20,2,12,1,79,1,15,77
001,13B,2505,1,0,0,12,0,0,0,26,0,1,47
001,13A,2477,0,1,0,25,4,6,2,90,7,12,95
001,13A,2476,1,1,1,20,8,6,3,102,5,22,76
001,13A,2475,0,2,0,18,9,10,3,75,0,16,114
001,13A,2474,2,0,2,48,7,10,2,93,0,6,155
001,13A,2473,0,1,3,37,8,13,0,99,1,10,71
001,13A,2458,2,1,0,35,5,13,1,83,0,7,83
001,13A,2471,2,0,1,34,15,7,9,80,1,14,89
001,13A,2470,0,1,0,32,4,4,1,127,0,8,73
001,13A,2457,0,0,2,25,6,9,1,80,1,11,111
001,13A,2456,1,2,0,29,2,11,2,87,0,12,89
001,13A,2479,2,3,1,30,4,6,3,92,1,15,89
001,13A,2478,2,1,0,21,4,11,4,101,1,18,76
001,13A,2459,1,0,1,29,5,6,2,112,0,14,80
001,13A,2472,3,0,1,29,8,5,7,108,0,13,54
001,13A,2488,0,3,1,29,2,0,0,102,2,14,70
001,13A,2489,0,0,0,34,4,5,3,93,2,14,71
001,13A,2486,4,0,1,28,4,11,4,118,1,14,70
001,13A,2487,0,1,0,27,5,4,1,113,1,13,73
001,13A,2484,3,0,1,32,6,10,0,94,1,16,78
001,13A,2485,2,4,1,29,5,4,1,93,1,15,82
001,13A,2482,1,1,0,19,4,8,0,91,1,14,108
001,13A,2483,0,7,0,31,7,2,2,106,0,14,87
001,13A,2480,2,0,0,27,6,4,4,116,1,13,76
001,13A,2481,0,4,3,30,6,8,4,91,1,10,98
001,13A,2504,1,0,0,17,5,6,1,105,0,10,97
001,13A,2503,2,1,0,27,6,7,2,91,1,14,113
001,13A,2502,1,0,0,23,10,9,0,108,3,7,87
001,13A,2501,0,0,1,31,2,12,3,106,3,11,101
001,13A,2500,1,0,0,27,7,7,1,93,0,14,77
001,13A,2464,1,3,2,27,7,9,3,93,0,17,76
001,13A,2465,0,2,1,16,7,11,3,96,1,16,87
001,13A,2466,0,0,0,28,7,7,2,114,1,7,83
001,13A,2467,1,1,3,30,7,7,1,81,0,11,83
001,13A,2460,1,0,3,32,6,6,1,88,1,15,88
001,13A,2461,2,0,1,26,7,9,0,117,0,13,67
001,13A,2462,2,1,2,43,5,7,4,114,7,16,16
001,13A,2463,1,1,1,29,5,11,1,69,3,18,94
001,13A,2468,0,0,0,32,3,10,0,104,1,10,99
001,13A,2469,1,1,0,40,9,8,2,102,0,20,78
001,13A,2499,2,0,1,33,9,5,1,99,2,9,86
001,13A,2498,0,1,0,31,7,9,2,116,2,15,62
001,13A,2491,0,0,1,23,11,5,3,115,0,14,85
001,13A,2490,0,0,0,18,10,15,1,94,3,11,87
001,13A,2493,2,1,2,21,9,8,2,99,1,12,77
001,13A,2492,1,2,1,36,2,9,0,89,2,15,87
001,13A,2495,3,0,2,39,2,11,3,78,1,32,85
001,13A,2494,1,1,0,32,7,11,2,79,0,10,84
001,13A,2497,2,0,1,32,3,9,0,91,0,13,87
001,13A,2496,2,1,1,28,9,6,4,107,1,13,68
001,13G,2594,1,1,2,32,6,9,1,59,6,14,109
001,13G,2595,1,0,0,27,2,6,1,66,0,7,118
001,13G,2596,0,0,1,20,3,5,1,84,0,10,105
001,13G,2597,1,0,0,42,9,7,1,69,1,15,107
001,13G,2590,0,1,1,31,2,16,2,72,1,8,117
001,13G,2591,0,3,5,13,4,6,1,83,1,9,129
001,13G,2592,1,1,1,27,0,4,1,62,1,13,121
001,13G,2593,0,0,0,36,2,6,2,68,3,9,124
001,13G,2634,2,1,1,18,2,4,0,90,1,18,111
001,13G,2613,4,1,5,24,0,8,0,65,3,8,104
001,13G,2598,2,1,4,29,5,15,0,55,3,8,120
001,13G,2599,2,0,0,27,1,5,2,76,0,19,109
001,13G,2617,0,1,1,23,7,10,2,89,3,9,98
001,13G,2618,0,0,1,22,5,6,1,81,2,16,104
001,13G,2607,3,0,1,23,4,3,2,77,1,10,103
001,13G,2626,2,0,3,25,0,4,1,82,1,15,101
001,13G,2600,1,1,0,22,1,3,0,85,1,11,99
001,13G,2605,0,2,1,26,3,11,2,75,1,10,101
001,13G,2601,0,0,0,19,5,9,0,102,2,11,80
001,13G,2622,5,3,0,29,2,6,2,59,1,14,118
001,13G,2612,2,0,1,29,2,10,3,83,3,13,12
001,13G,2611,1,1,1,21,2,7,4,77,2,14,100
001,13G,2630,3,0,0,27,9,9,4,68,0,20,116
001,13G,2610,0,0,0,29,3,10,2,74,0,5,109
001,13G,2616,0,1,0,21,4,5,6,71,0,6,27
001,13G,2627,0,0,1,32,5,9,5,79,1,15,102
001,13G,2606,0,0,1,16,2,7,1,73,2,8,131
001,13G,2628,0,0,0,0,0,0,0,0,0,0,0
001,13G,2623,2,2,5,23,4,12,0,81,2,12,114
001,13G,2587,1,1,0,17,1,5,0,66,1,11,139
001,13G,2586,1,0,3,25,7,7,2,78,0,13,104
001,13G,2585,3,3,3,30,3,8,1,69,2,8,97
001,13G,2584,0,2,3,18,0,9,1,77,2,21,96
001,13G,2583,4,1,2,20,1,2,3,74,3,12,110
001,13G,2582,0,1,0,25,5,8,2,62,2,12,107
001,13G,2602,1,1,1,13,2,12,4,81,0,14,101
001,13G,2603,4,2,1,26,2,8,2,66,3,13,109
001,13G,2631,1,0,2,24,3,8,2,93,0,16,92
001,13G,2615,2,2,0,35,0,4,3,87,1,8,104
001,13G,2629,1,0,1,27,5,14,0,67,1,16,116
001,13G,2608,3,0,0,25,7,7,0,71,5,13,110
001,13G,2609,5,0,3,48,0,6,3,48,3,17,110
001,13G,2589,1,2,0,28,2,6,4,82,0,7,117
001,13G,2588,2,1,1,19,6,8,4,97,0,17,98
001,13G,2624,1,2,2,29,3,2,1,68,0,13,100
001,13G,2619,3,0,1,24,3,8,0,89,0,8,103
001,13G,2633,0,2,3,29,3,8,0,70,0,12,92
001,13G,2632,0,1,0,26,2,8,0,72,3,8,113
001,13G,2620,0,1,2,17,5,6,1,66,3,8,113
001,13G,2614,0,4,2,13,0,8,5,72,0,11,102
001,13G,2625,3,2,2,34,0,6,3,69,0,15,105
001,13G,2621,2,0,1,23,8,13,1,83,1,18,93
001,13G,2604,4,0,1,26,2,7,0,61,0,12,112
001,13F,2569,0,0,0,33,3,7,0,95,3,15,73
001,13F,2568,0,0,1,25,3,7,0,104,1,15,91
001,13F,2561,3,1,0,30,2,8,2,121,2,11,59
001,13F,2560,5,1,2,23,3,8,0,114,4,21,76
001,13F,2563,1,3,0,17,10,11,1,117,1,13,75
001,13F,2562,0,1,0,28,4,10,4,119,0,11,86
001,13F,2565,1,1,0,32,0,14,3,103,3,15,80
001,13F,2564,3,1,1,42,0,11,2,88,4,15,88
001,13F,2567,1,0,1,18,4,5,1,104,1,20,95
001,13F,2566,0,0,1,36,4,3,1,100,0,19,80
001,13F,2581,3,1,0,28,5,5,1,110,1,17,79
001,13F,2580,1,2,0,34,4,8,1,100,1,8,82
001,13F,2578,1,1,0,32,5,7,2,104,2,16,86
001,13F,2579,0,1,1,40,7,6,2,112,1,14,71
001,13F,2576,2,3,3,26,5,3,2,108,4,8,81
001,13F,2559,0,0,0,25,2,7,3,95,1,16,61
001,13F,2574,1,1,1,28,6,20,2,101,2,16,65
001,13F,2575,0,1,2,36,4,12,3,93,0,9,86
001,13F,2572,1,0,0,37,5,13,2,104,0,21,84
001,13F,2573,1,2,0,28,4,10,0,104,0,25,74
001,13F,2570,3,0,1,24,7,13,3,103,2,8,68
001,13F,2571,3,0,1,25,2,10,3,114,1,9,83
001,13F,2577,0,1,0,35,10,11,2,101,3,9,85
001,13E,2558,0,1,1,22,4,11,4,64,1,7,89
001,13E,2555,3,1,0,17,6,7,2,72,1,8,92
001,13E,2556,2,0,0,20,3,9,0,52,0,7,125
001,13E,2557,1,0,0,27,0,11,6,65,0,6,83
001,13D,2550,0,0,0,38,2,5,4,71,3,12,96
001,13D,2551,1,0,2,21,3,14,5,6,3,5,212
001,13D,2552,0,1,0,19,0,6,6,76,0,15,108
001,13D,2553,5,0,1,31,4,7,4,59,4,7,103
001,13D,2547,1,0,4,25,5,5,8,65,2,14,97
001,13D,2549,0,1,0,30,6,8,6,68,0,13,91
001,13D,2548,2,3,3,28,1,7,15,50,3,10,86
001,13D,2554,2,0,1,31,1,6,4,54,1,7,106
001,13K,2798,2,6,1,15,1,5,2,86,3,7,73
001,13K,2799,0,0,2,14,3,5,1,81,2,8,73
001,13K,2800,2,1,1,25,1,8,0,89,1,9,64
001,13K,2801,0,0,0,23,2,7,0,74,4,4,85
001,13K,2796,3,0,2,10,5,10,3,90,1,12,73
001,13K,2797,1,0,3,28,2,7,2,69,0,6,73
001,13K,2795,1,2,0,19,4,7,2,78,1,9,77
001,13J,2712,1,2,0,25,2,3,2,80,0,8,104
001,13J,2713,1,0,3,33,6,11,3,67,3,10,102
001,13J,2710,1,1,2,25,10,12,2,75,1,14,87
001,13J,2711,0,1,0,32,4,9,0,86,1,8,0
001,13J,2716,1,0,0,31,5,6,2,72,2,6,89
001,13J,2717,1,2,1,31,4,4,0,81,2,12,89
001,13J,2714,1,0,1,30,2,9,2,102,2,7,85
001,13J,2715,1,1,0,23,5,2,0,112,1,9,63
001,13J,2718,0,0,1,31,0,6,2,80,0,14,80
001,13J,2719,2,0,2,14,5,6,3,84,3,9,86
001,13J,2709,0,1,1,24,6,7,5,86,0,17,84
001,13J,2708,0,1,2,28,2,12,2,81,0,15,89
001,13J,2705,2,1,0,26,3,7,0,74,3,9,96
001,13J,2704,1,2,2,24,6,6,2,91,1,90,105
001,13J,2707,0,0,0,38,5,7,2,53,0,7,104
001,13J,2706,3,1,0,29,0,8,0,89,0,5,90
001,13J,2792,0,1,1,30,2,6,3,61,0,18,87
001,13J,2793,1,0,2,39,3,12,3,65,1,10,89
001,13J,2790,2,1,4,34,3,6,4,72,0,6,81
001,13J,2791,2,4,0,22,5,4,0,95,0,15,82
001,13J,2794,3,1,2,26,0,11,0,79,1,6,74
001,13J,2778,3,0,0,22,3,5,2,65,2,9,98
001,13J,2779,1,0,1,20,1,8,2,56,1,21,109
001,13J,2770,1,2,2,23,6,2,1,64,2,13,92
001,13J,2771,0,2,0,23,2,8,0,91,1,2,86
001,13J,2772,4,0,0,27,4,4,2,81,2,13,106
001,13J,2773,0,2,2,24,2,5,3,59,1,7,6
001,13J,2774,0,0,1,30,3,10,2,75,0,17,88
001,13J,2775,2,0,3,40,2,6,1,65,0,14,111
001,13J,2776,0,1,2,22,6,7,2,74,4,11,81
001,13J,2777,2,0,0,32,5,7,1,71,1,8,110
001,13J,2785,1,0,0,34,7,9,0,76,0,12,85
001,13J,2784,1,1,1,40,2,5,2,74,2,10,108
001,13J,2787,0,0,0,28,3,4,1,61,0,11,126
001,13J,2786,1,1,1,25,6,6,1,69,1,8,101
001,13J,2781,2,0,0,35,2,2,0,64,2,5,119
001,13J,2780,1,1,0,20,3,12,0,79,4,7,93
001,13J,2783,2,3,3,50,3,4,1,93,1,10,79
001,13J,2782,2,0,0,25,5,4,1,66,0,13,85
001,13J,2789,2,1,1,28,7,11,1,85,3,7,88
001,13J,2788,0,1,0,35,5,8,1,49,1,7,97
001,13J,2769,1,1,1,24,4,3,5,62,2,11,122
001,13J,2768,1,1,1,34,3,13,2,75,2,3,98
001,13J,2763,2,1,0,31,6,17,2,73,0,11,78
001,13J,2762,0,1,2,28,10,0,2,73,2,9,95
001,13J,2761,1,0,0,18,2,10,3,88,1,7,97
001,13J,2760,0,0,4,35,1,4,2,62,2,14,109
001,13J,2767,1,1,1,28,7,8,2,86,1,8,87
001,13J,2766,2,0,2,37,2,6,0,63,3,12,94
001,13J,2765,1,0,0,26,5,3,3,79,2,10,107
001,13J,2764,0,1,1,35,1,6,7,90,2,8,91
001,13J,2756,2,5,0,28,2,6,5,88,0,11,92
001,13J,2757,2,0,2,40,10,7,1,72,3,16,79
001,13J,2754,0,2,0,32,3,12,3,58,0,15,98
001,13J,2755,0,3,2,30,2,8,0,73,1,15,90
001,13J,2752,1,2,1,27,2,4,1,67,1,8,99
001,13J,2753,0,1,3,22,2,7,1,71,1,19,109
001,13J,2750,0,2,0,31,9,8,1,83,0,10,97
001,13J,2751,1,0,0,31,6,8,1,65,0,17,87
001,13J,2758,0,1,2,39,7,8,2,65,1,16,85
001,13J,2759,1,3,3,24,1,11,2,63,1,7,98
001,13J,2734,0,0,2,27,5,51,0,73,3,14,97
001,13J,2735,0,1,1,25,4,9,4,77,3,8,100
001,13J,2736,1,1,0,21,6,11,1,75,0,19,91
001,13J,2737,0,0,0,0,0,0,0,0,0,0,0
001,13J,2730,0,1,1,41,2,8,8,78,1,8,99
001,13J,2731,1,1,2,28,4,10,1,66,0,6,107
001,13J,2732,2,0,1,39,1,7,1,84,2,8,90
001,13J,2733,4,1,1,32,4,3,5,78,0,9,97
